caleb-mahala-h1,4346,377,196,2452611000,2430770000,21841000,2,2
rbaxter08,4478,168,165,72987000,,,0,0
rbaxter08,4398,279,447,1315132000,2135000,1312997000,3,0
caleb-mahala-h1,4486,1,1,1917000,,,0,0
caleb-mahala-h1,4431,363,34,704500000,275000,704225000,1,1
tgrowden,4428,438,279,862339000,,,0,0
dnln,4364,1510,145,2168835000,1030189000,1138646000,1,1
someshchadda,4483,2,1,813000,,,0,0
djj211,4482,60,9,2444000,,,0,0
caleb-mahala-h1,4480,3,2,2145000,,,0,0
chandraH1,4481,12,13,448000,,,0,0
rbaxter08,4479,1,0,447000,43000,404000,1,0
djj211,4465,412,219,223094000,35000,223059000,1,0
rbaxter08,4446,74,59,462487000,,,0,0
rbaxter08,4444,64,61,464896000,178564000,286332000,1,1
felix-h1,4476,8,5,966000,,,0,0
caleb-mahala-h1,4475,15,1,4067000,2724000,1343000,1,0
tgrowden,4474,60,41,7451000,,,0,0
rbaxter08,4466,34,3,96944000,79286000,17658000,1,1
caleb-mahala-h1,4449,80,50,423319000,,,0,0
djj211,4349,3,1,2342534000,,,0,0
djj211,4452,1137,560,353994000,743000,353251000,1,1
someshchadda,4464,1137,560,231637000,,,0,0
dnln,4473,23,2,5448000,,,0,0
chandraH1,4469,26,23,31628000,,,0,0
chandraH1,4470,1,0,28134000,,,0,0
caleb-mahala-h1,4460,2,4,257184000,,,0,0
felix-h1,4461,8,4,251006000,,,0,0
aravind-anil-h1,4471,1,1,496000,,,0,0
rbaxter08,4463,84,1,9544000,,,0,0
rbaxter08,4462,7,6,7973000,5447000,2526000,1,1
caleb-mahala-h1,4330,17,3,2763969000,,,0,0
caleb-mahala-h1,4457,2,1,32518000,,,0,0
tgrowden,4393,25,10,1047964000,177933000,870031000,1,1
tgrowden,4438,19,3,189451000,,,0,0
caleb-mahala-h1,4366,468,93,1488607000,74227000,1414380000,1,1
rbaxter08,4454,1,0,4024000,,,0,0
aravind-anil-h1,4422,169,149,626376000,371113000,255263000,6,6
caleb-mahala-h1,4453,2,2,400000,,,0,0
rbaxter08,4448,10,4,67658000,,,0,0
